,imagename,red,green,blue,aro,val,exp
580,104596,99,96,91,0.0,-0.515873,2
581,21103,5,5,3,0.00793651,0.531746,1
582,354261,107,85,48,-0.0280875,-0.0194452,0
583,318816,151,147,144,0.031746,-0.0873016,0
584,292349,50,40,38,-0.31746,-0.634921,2
585,202660,0,0,0,-0.348432,-0.764615,2
586,40524,67,54,48,0.311915,-0.332709,6
587,378453,4,0,0,0.75404,-0.0561749,3
588,338900,41,48,76,0.706349,-0.674603,5
589,305915,68,68,58,-0.34127,-0.65873,2
590,272273,209,153,106,0.595238,-0.0387147,4
591,271818,117,71,48,0.517809,-0.314557,6
592,362216,211,211,211,0.769841,-0.238095,4
593,330151,54,22,7,0.015873,0.444444,1
594,270155,110,110,110,-0.415282,-0.179956,0
595,211878,251,251,251,0.779478,-0.177154,4
596,408140,202,193,178,0.484619,-0.747998,6
597,68091,24,29,25,0.566294,-0.314608,6
598,277444,71,60,77,0.483164,-0.607691,5
599,409495,122,136,163,0.81746,0.214286,3
600,55708,255,252,246,0.650794,0.206349,3
601,340262,107,87,60,0.539165,-0.0992063,4
602,163071,205,190,87,0.79199,-0.41841,6
603,80416,24,24,24,0.119048,0.333333,1
604,39949,53,45,34,0.460317,-0.761905,5
605,380928,154,162,165,0.896825,0.150794,3
606,383885,47,31,32,0.444444,-0.753968,5
607,345471,8,5,14,0.825397,0.365079,3
608,122809,53,43,80,-0.0845309,0.739645,1
609,173121,45,28,21,0.784871,-0.173831,4
610,314319,225,212,196,0.400337,-0.790139,6
611,308467,5,7,2,0.60271,0.368599,3
612,282519,96,103,113,0.396825,-0.896825,5
613,323691,0,0,0,0.203252,-0.445219,6
614,149381,161,152,119,0.300039,-0.348432,6
615,357361,179,182,163,-0.404762,-0.68254,2
616,182923,123,95,71,0.65252,0.363618,3
617,124165,59,64,68,0.628727,-0.615763,7
618,264713,0,0,0,-0.396825,-0.672667,2
619,183341,124,149,120,0.523013,0.348675,3
620,377805,255,244,214,0.84127,-0.0714286,4
621,8224,252,251,255,0.555556,0.015873,3
622,14744,45,35,34,-0.111111,-0.849206,2
623,182801,99,95,83,0.88165,-0.194262,4
624,176891,36,36,36,-0.0258799,0.0517598,0
625,246491,93,86,68,0.730159,0.119048,3
626,137674,116,132,67,-0.214186,-0.826858,2
627,228100,9,4,1,-0.279182,-0.115887,0
628,11617,249,248,244,0.693189,-0.557565,6
629,409192,10,10,10,0.735579,-0.600077,6
630,184642,58,34,6,0.68254,0.150794,3
631,391561,86,56,66,0.866241,-0.222609,4
632,412871,162,236,87,0.821877,-0.129508,4
633,112267,74,59,82,0.0,0.0,0
634,236088,24,24,24,0.84127,-0.150794,4
635,121300,2,2,4,-0.015873,0.015873,0
636,23899,15,15,15,-0.229741,-0.779967,2
637,293811,121,98,64,0.817847,0.0822687,3
638,167036,108,124,123,0.253968,-0.555556,6
639,234406,158,159,154,-0.183895,0.0,0
640,360228,77,28,47,0.505689,-0.747998,5
641,396710,78,81,60,-0.0880416,-0.677538,2
642,232611,214,223,220,0.568231,-0.00648172,4
643,164870,85,79,45,0.904956,-0.043554,4
644,28952,51,33,21,-0.257936,-0.945767,2
645,105898,124,120,119,-0.229129,-0.577804,2
646,357034,154,147,155,0.0238095,-0.00793651,0
647,378061,144,133,105,0.0684787,0.505689,1
648,256220,125,91,79,0.0517598,0.00431332,0
649,396170,18,17,25,0.516917,0.117481,3
650,100450,62,39,21,-0.230159,-0.849206,2
651,313640,53,61,50,0.547619,-0.206349,6
652,132379,35,59,23,0.309524,-0.531746,6
653,158469,135,118,62,0.839947,-0.112434,4
654,72154,240,238,243,0.784871,-0.316056,4
655,4185,55,41,38,0.666667,-0.420635,6
656,363605,0,0,2,0.314557,-0.280681,7
657,53708,249,249,249,0.750025,-0.0780227,4
658,150796,22,22,24,-0.169377,0.0,0
659,331118,1,0,0,0.901574,-0.194262,4
660,55526,222,222,210,-0.330688,0.242504,0
661,132953,163,158,136,0.719645,-0.424897,6
662,241181,40,40,42,0.890437,-0.07259,4
663,24352,59,58,64,0.0,0.01294,0
664,375545,37,67,7,0.677191,-0.0905797,4
665,20696,245,245,237,0.468254,0.0238095,3
666,393425,13,15,14,0.600077,-0.266163,6
667,25329,255,231,197,-0.015124,0.808055,1
668,199167,24,2,4,0.662989,-0.65331,7
669,115823,34,15,8,0.0646998,0.565045,1
670,372108,247,247,247,0.764615,0.36295,3
671,339003,47,64,82,0.787037,-0.456349,6
672,329890,89,103,104,-0.126984,0.777778,1
673,220310,138,76,87,0.603175,-0.611111,7
674,215182,190,190,190,0.252844,-0.368732,0
675,357966,133,116,109,0.911294,-0.13169,3
676,398940,66,66,66,0.492063,-0.230159,6
677,385325,249,235,206,-0.0038279,0.0191395,0
678,206039,47,38,29,0.194262,-0.159394,0
679,281742,64,68,79,0.687185,0.203252,3
680,308484,37,29,18,-0.110619,0.795407,1
681,60452,109,80,48,0.904762,-0.388889,6
682,404910,107,107,105,-0.0396825,-0.0634921,0
683,162146,158,162,165,0.015873,0.563492,1
684,138255,190,176,163,-0.135501,-0.343593,2
685,285821,113,67,51,0.119048,0.373016,1
686,116237,47,41,43,-0.380952,-0.865079,2
687,170804,204,199,170,0.426675,-0.774336,6
688,78064,6,6,6,0.619048,-0.111111,4
689,129066,77,73,70,0.166667,0.857143,1
690,202730,180,83,6,0.534852,-0.254486,6
691,90430,77,70,52,0.816896,-0.488145,6
692,94287,41,40,46,0.416667,-0.47619,6
693,210246,212,215,224,0.0238095,0.015873,0
694,365761,140,162,149,0.568783,-0.224868,5
695,2916,54,54,54,0.644841,-0.616497,7
696,346878,35,22,29,0.562861,0.338713,3
697,388755,101,94,76,0.643631,-0.667828,6
698,249310,86,76,74,-0.365079,-0.833333,2
699,151474,62,30,7,0.489542,-0.478416,7
700,100965,0,0,0,0.031746,0.0,0
701,62071,59,51,38,0.65331,-0.65331,7
702,211965,59,36,54,0.388889,-0.333333,6
703,289066,89,75,75,0.396825,-0.47619,5
704,393457,200,183,163,0.0677507,0.454897,1
705,237755,90,75,42,-0.0873016,0.84127,1
706,121001,72,65,47,0.251645,-0.280681,6
707,105308,230,229,235,0.619048,-0.730159,5
708,31316,37,10,3,0.0,0.555556,1
709,378081,37,37,37,0.674603,-0.396825,6
710,304230,53,74,95,0.81746,0.0793651,3
711,105605,5,5,5,0.88165,-0.194262,4
712,231543,1,1,3,0.827526,0.0483933,3
713,403508,63,84,69,0.761905,-0.412698,6
714,330227,23,28,32,0.730739,-0.421022,6
715,258924,111,95,80,0.626984,0.166667,3
716,151040,43,40,33,0.769841,-0.206349,4
717,339861,60,71,73,0.551876,-0.693787,5
718,187423,154,154,154,0.74644,-0.0842137,4
719,367178,123,127,139,0.0,-0.00793651,0
720,259606,189,197,150,0.662989,-0.658149,7
721,294119,9,24,5,0.793651,-0.119048,4
722,14742,71,54,46,0.126984,-0.507936,6
723,92913,78,57,98,0.388889,-0.523809,6
724,323115,62,54,51,0.717274,-0.119546,4
725,152588,44,47,54,0.5,-0.0952381,4
726,215357,82,56,57,-0.308642,-0.727513,2
727,302051,25,30,26,0.634921,-0.65873,5
728,403189,174,163,157,0.642685,-0.0905797,4
729,354139,0,0,0,0.801587,-0.404762,6
730,241303,10,10,10,0.0956974,0.727301,1
731,369162,53,54,56,0.0,0.015873,0
732,401417,17,23,35,0.668984,-0.632111,7
733,151616,190,191,186,0.769841,-0.388889,5
734,15535,202,196,184,0.134921,0.936508,1
735,74535,252,255,250,-0.00483933,0.0,0
736,1797,23,13,11,0.730159,0.230159,3
737,397321,53,18,16,0.00793651,0.015873,0
738,220419,73,82,55,-0.345692,-0.853427,2
739,378465,195,163,80,0.0,0.00483933,0
740,116765,24,23,29,0.677507,-0.571041,7
741,172863,180,174,138,0.618734,-0.109649,4
742,51336,175,172,163,0.642646,-0.632111,7
743,313748,22,17,14,-0.111111,0.761905,1
744,128232,23,18,22,0.809524,-0.412698,6
745,251272,1,0,6,0.793651,-0.198413,4
746,226183,7,8,0,0.309717,-0.29036,7
747,382282,1,1,1,0.388889,-0.206349,6
748,32162,43,74,77,0.372629,-0.750097,5
749,241525,2,1,7,0.626984,-0.119048,4
750,252280,39,41,30,0.300039,-0.774293,5
751,186282,40,46,60,0.349206,-0.920635,5
752,10989,0,0,0,0.41614,-0.632111,5
753,124770,99,95,83,0.734127,-0.0595238,4
754,249828,0,0,0,0.110619,0.500421,1
755,296200,233,230,187,0.513285,-0.0862664,3
756,147433,252,216,120,0.185473,0.625431,1
757,105284,113,92,61,0.590399,-0.07259,4
758,384061,126,97,89,0.555556,-0.0793651,4
759,359985,254,251,242,0.530538,0.11646,3
760,314109,69,43,30,0.837205,-0.087108,3
761,350050,161,145,155,0.667828,-0.658149,7
762,352212,2,2,2,0.684787,-0.621576,6
763,328571,252,255,255,0.479351,-0.779604,5
764,83810,132,138,136,-0.517809,-0.822687,2
765,124534,35,52,34,0.808169,-0.164537,4
766,268912,180,190,199,0.526024,-0.747508,5
767,48938,19,29,31,-0.190476,-0.396825,2
768,22280,59,42,84,0.785714,-0.134921,4
769,181292,8,6,28,-0.140929,-0.927162,2
770,89925,62,22,0,0.741091,-0.189215,4
771,246423,44,31,25,0.643631,-0.624274,7
772,67004,146,133,116,-0.239091,-0.846782,2
773,153177,1,0,0,0.422705,-0.664251,5
774,253489,2,1,7,0.65331,-0.643631,7
775,128917,35,35,33,-0.110619,0.705858,1
776,403449,33,39,27,0.0038279,0.00765579,0
777,370435,19,16,11,-0.253968,-0.587302,2
778,237002,52,48,36,0.633953,0.614595,1
779,171749,25,4,1,0.0677507,-0.203252,0
780,353030,147,117,83,-0.14234,-0.487405,2
781,240224,15,19,18,-0.294985,-0.100084,0
782,45483,16,17,9,0.769841,-0.119048,4
783,414562,71,59,33,0.453013,-0.774336,6
784,226402,8,0,0,-0.00793651,0.00793651,0
785,290975,64,89,145,0.362319,-0.159593,6
786,402790,4,6,5,0.358005,-0.120773,6
787,65638,147,151,152,0.49664,-0.569676,5
788,181177,88,88,88,-0.01294,0.00862664,0
789,230482,105,112,105,0.639426,-0.535454,7
790,31202,1,3,15,-0.269841,-0.349206,2
791,63920,252,232,234,0.679165,0.178184,3
792,396078,35,21,12,-0.0172846,-0.0108029,0
793,80822,255,255,255,0.919473,-0.0967867,4
794,13198,243,242,240,0.450058,-0.411343,7
795,336582,132,153,144,-0.380952,-0.444444,2
796,156506,212,136,60,0.452381,-0.880952,5
797,229582,18,18,16,0.614595,-0.043554,4
798,403977,40,39,37,0.058072,-0.445219,0
799,121984,247,252,248,0.421022,-0.750097,5
800,50479,6,0,10,0.493612,-0.464576,7
801,65159,40,14,0,0.634921,-0.388889,6
802,312251,166,173,139,-0.31746,-0.0873016,4
803,256538,44,35,36,-0.377468,-0.764615,2
804,33868,0,0,0,-0.126984,-0.833333,2
805,367129,95,51,38,0.150794,-0.865079,2
806,172658,207,205,180,0.431332,0.1294,3
807,29258,15,30,63,-0.380952,-0.0873016,2
808,237859,103,92,98,0.842044,-0.314557,6
809,116356,9,9,9,0.293651,-0.746032,6
810,253496,16,20,21,0.706349,0.0952381,3
811,368698,122,119,88,0.70059,-0.5689,6
812,106939,160,160,160,0.493612,0.227449,3
813,243764,8,8,8,0.888889,0.420635,3
814,239541,203,203,203,0.474255,-0.440379,7
815,358257,24,20,21,0.668564,-0.612491,7
816,86002,236,209,180,0.690476,0.214286,3
817,387044,166,164,178,0.420635,-0.880952,5
818,93450,36,27,18,0.788955,-0.119752,4
819,43867,117,117,117,0.309717,-0.280681,7
820,337157,78,80,77,-0.015873,0.571429,1
821,39498,161,128,97,-0.126984,0.515873,1
822,133742,21,16,10,0.353271,-0.309717,7
823,283121,252,252,252,0.13169,0.884956,1
824,241355,249,251,238,0.929152,-0.0483933,4
825,393462,87,53,28,0.126984,0.420635,1
826,82713,4,4,2,0.972706,-0.0241967,4
827,117275,230,223,194,0.825397,-0.428571,6
828,213941,94,21,15,-0.00967867,0.0822687,0
829,18116,96,68,64,0.512969,-0.469415,7
830,305563,60,47,64,0.647914,-0.647914,7
831,74431,3,8,14,-0.28445,0.205436,0
832,183106,243,245,242,0.474083,-0.732195,6
833,149558,47,30,20,-0.261905,-0.206349,2
834,22171,36,34,22,-0.0790139,0.363464,0
835,355700,197,197,187,0.444444,-0.849206,5
836,162728,244,249,243,0.214563,0.512182,1
837,191723,102,97,77,-0.031746,-0.0793651,0
838,277809,0,0,0,0.785714,-0.111111,4
839,190169,209,127,113,0.609756,-0.338753,6
840,204612,76,68,49,-0.166667,0.865079,1
841,155739,221,222,216,0.436508,-0.769841,5
842,140196,4,4,4,0.255624,0.891031,1
843,278396,90,83,67,0.793651,-0.404762,6
844,246846,12,17,11,0.838885,-0.154207,4
845,74675,3,3,3,0.330688,-0.747354,5
846,375619,248,240,237,0.420635,-0.714286,5
847,371712,93,77,61,0.851723,0.450058,3
848,168462,82,82,82,0.464576,-0.179055,6
849,75998,63,32,14,-0.4329,-0.128517,0
850,391480,93,68,46,0.769454,-0.106465,4
851,283315,54,64,53,0.474255,-0.769454,5
852,171552,57,40,33,0.478778,-0.733264,5
853,304450,8,12,11,-0.215971,-0.337126,0
854,193272,249,248,254,-0.210704,-0.848083,2
855,200902,143,137,103,0.622634,0.333732,3
856,67401,174,151,109,0.66296,-0.655831,7
857,86367,179,183,166,-0.301587,-0.468254,2
858,324621,112,90,53,0.745342,-0.403727,6
859,221657,163,155,144,0.629113,-0.058072,4
860,342258,22,22,32,0.273915,-0.363464,0
861,334680,178,161,154,0.412698,-0.404762,6
862,45997,190,171,164,0.593947,-0.322797,6
863,26128,55,59,58,0.404762,-0.595238,6
864,250290,251,240,195,0.793651,-0.484127,6
865,16554,105,90,87,0.540653,-0.296319,4
866,159465,233,231,219,0.767196,-0.0992063,4
867,75404,163,172,187,0.659938,-0.599551,7
868,249275,48,53,46,-0.0684787,0.753266,1
869,274215,252,208,169,0.094893,0.759144,1
870,339147,76,71,77,0.779133,-0.0822687,4
871,311465,150,116,88,0.396825,0.00793651,3
872,259878,3,0,2,-0.300039,-0.682346,2
873,208537,17,3,3,0.643631,-0.353271,6
874,372873,45,19,18,0.391986,-0.735579,5
875,292303,229,229,229,0.890437,-0.0677507,3
876,215186,16,46,70,0.517809,-0.711382,5
877,161309,52,43,34,-0.103175,0.722222,1
878,337912,44,31,48,-0.237127,-0.65331,2
879,67480,33,35,34,-0.357143,-0.738095,2
880,243573,48,70,84,0.106465,-0.454897,0
881,202215,214,209,205,0.648703,-0.634445,7
882,183163,128,125,118,0.0873016,-0.015873,0
883,122115,255,253,255,0.735579,0.396825,3
884,111095,27,11,14,0.200169,-0.410872,0
885,318423,129,140,100,0.157679,-0.433617,0
886,155299,47,38,39,0.15276,0.479351,1
887,311689,121,120,115,0.561363,0.111305,3
888,395591,167,207,215,0.722222,-0.642857,5
889,94714,30,50,75,0.404762,-0.396825,6
890,143396,53,42,40,-0.269841,-0.68254,2
891,356077,39,34,30,-0.263758,-0.520388,2
892,178975,73,79,95,0.642646,-0.637379,7
893,248387,248,255,255,0.830654,-0.489971,6
894,124196,208,209,211,0.431332,-0.724638,5
895,379608,12,8,7,-0.183739,-0.899556,2
896,290314,0,0,0,0.611111,-0.301587,6
897,32441,220,231,237,-0.121155,0.816477,1
898,168128,150,107,98,0.483164,-0.55788,5
899,127580,7,7,7,0.242372,-0.313658,0
900,287251,99,71,60,-0.358196,-0.13169,0
901,49520,74,91,161,0.587766,0.37358,3
902,284014,95,76,61,0.455881,-0.767004,5
903,139745,4,0,3,-0.321323,0.163295,0
904,129278,17,34,42,0.509085,-0.806704,5
905,252497,201,198,209,0.353656,0.772066,1
906,164887,62,58,55,0.779604,-0.226507,4
907,222324,66,59,53,-0.163958,-0.399202,0
908,8942,56,56,56,0.857143,-0.380952,6
909,302928,0,0,2,-0.212931,-0.619435,2
910,302851,248,255,214,0.436422,-0.707572,5
911,243631,255,255,255,0.484619,-0.711125,5
912,175957,150,148,153,-0.0774293,-0.111305,2
913,376285,163,157,159,-0.246032,-0.849206,2
914,300478,161,185,211,-0.230159,-0.722222,2
915,82630,103,115,137,0.76276,-0.192472,4
916,86072,250,250,214,0.750097,-0.174216,4
917,65639,18,14,13,0.756394,-0.418486,6
918,352824,217,205,193,0.0793651,0.912698,1
919,241465,218,186,171,0.0387147,-0.00483933,0
920,89555,255,245,235,0.357143,-0.747354,5
921,144491,93,47,50,0.00793651,0.00793651,0
922,62557,45,47,36,0.833333,0.444444,3
923,320057,13,6,13,-0.0344068,0.853289,1
924,68846,125,125,125,0.674603,0.15873,3
925,152066,128,107,102,-0.257108,-0.37594,2
926,71910,84,70,69,0.00967867,0.00967867,0
927,106748,3,3,3,-0.324235,-0.682346,2
928,155721,32,31,37,-0.0172846,-0.0259269,0
929,264342,186,181,175,0.428281,-0.733159,6
930,160705,109,86,68,0.759775,-0.0677507,4
931,360355,17,9,6,-0.285196,-0.808055,2
932,337131,33,35,30,0.714286,-0.626984,7
933,370680,255,254,253,0.638792,-0.633953,7
934,286524,152,133,100,0.0241967,0.919473,1
935,228177,39,39,39,0.643631,0.227449,3
936,216617,114,114,114,0.222609,-0.241967,0
937,391782,37,22,25,0.634921,0.0,4
938,84333,188,171,145,0.373016,-0.206349,6
939,254137,63,47,31,0.603175,-0.174603,4
940,137566,54,19,17,0.707238,-0.151012,4
941,39364,252,250,251,0.895491,0.0632111,3
942,262374,181,213,208,0.587302,0.206349,3
943,247506,113,102,96,0.735579,-0.382307,6
944,398732,0,0,0,0.886631,-0.224148,4
945,196722,183,198,203,0.184366,0.479351,1
946,99129,58,57,55,0.488773,-0.411343,7
947,21618,121,12,54,-0.348432,-0.585559,2
948,315748,65,45,38,0.647914,-0.626844,7
949,73550,52,52,52,-0.391064,-0.805894,2
950,309780,29,25,22,0.667828,-0.65331,7
951,105312,29,25,14,-0.0440917,0.720165,1
952,361588,95,86,77,0.444444,0.18254,3
953,264584,217,218,204,0.800674,-0.13169,4
954,364585,117,100,54,0.0,0.0474465,0
955,192404,48,43,39,0.525057,-0.447078,7
956,295685,154,151,158,0.373016,0.873016,1
957,209467,238,173,133,0.790139,-0.189633,4
958,33112,163,165,164,0.514069,-0.730519,5
959,230377,209,209,209,-0.166667,-0.436508,2
960,128069,165,122,79,0.774589,0.285922,3
961,238330,122,155,162,0.759775,-0.498451,6
962,400651,126,131,49,0.643631,-0.643631,7
963,357482,172,210,246,0.857143,0.206349,3
964,138722,0,0,0,-0.626984,-0.150794,2
965,410843,85,83,86,0.285521,0.0629113,3
966,192926,89,76,67,-0.304878,-0.672667,2
967,113346,102,66,50,0.758533,-0.189633,4
968,46811,57,83,120,0.140341,0.79849,1
969,35186,125,101,91,0.667464,-0.537956,7
970,296322,6,8,7,-0.043554,-0.014518,0
971,16160,206,197,188,0.183739,0.780891,1
972,166250,181,181,183,0.813008,-0.087108,4
973,322100,148,139,124,-0.249054,-0.552899,2
974,118272,180,0,34,0.469993,-0.813449,5
975,75664,0,1,0,0.468254,-0.65873,5
976,194243,40,38,41,0.452899,-0.194099,6
977,7409,214,191,159,0.643631,-0.643631,7
978,85354,255,133,206,-0.237127,-0.50813,2
979,85440,7,7,15,0.5,-0.611111,5
980,127718,192,212,219,0.200169,0.510957,1
981,84884,188,195,179,0.58072,-0.324235,6
982,387648,238,232,234,-0.168219,-0.526225,2
983,403726,207,208,192,0.801587,-0.166667,4
984,215001,57,49,47,-0.029036,0.827526,1
985,26239,132,123,114,-0.179319,-0.796971,2
986,294487,147,147,147,0.65753,-0.636766,7
987,171554,173,162,179,0.492063,-0.579365,5
988,412174,249,250,236,0.658149,-0.638792,7
989,310002,243,242,247,-0.307474,-0.741091,2
990,138415,176,140,104,0.548786,-0.118832,4
991,113178,103,68,40,0.666667,-0.420635,6
992,136878,23,21,24,-0.125661,-0.615079,2
993,274181,255,255,255,0.180578,0.468165,1
994,373856,212,205,137,0.00793651,0.555556,1
995,186013,68,94,65,0.68254,-0.507936,6
996,142078,12,12,12,0.677538,-0.440208,6
997,147030,31,64,95,0.539683,0.00793651,3
998,293759,198,170,149,0.508972,0.138026,3
999,303061,253,250,255,0.00793651,0.460317,1
1000,382829,117,71,47,-0.142857,-0.753968,2
1001,76326,16,11,18,0.764615,-0.387147,6
1002,406844,81,141,177,0.457269,-0.323242,6
1003,394381,143,143,143,-0.396825,-0.546845,2
1004,401503,231,233,254,0.788811,0.232288,5
1005,223957,124,92,81,0.087108,0.750097,1
1006,162130,139,143,142,0.650794,-0.626984,7
1007,410358,119,82,74,0.437464,-0.760184,5
1008,413937,78,73,77,0.483164,-0.607691,5
1009,200520,40,23,29,0.227449,-0.280681,0
1010,210604,64,56,69,0.015873,0.00793651,0
1011,375786,178,192,201,-0.238095,0.738095,1
1012,87544,241,238,231,0.691474,0.363559,3
1013,222102,0,1,45,0.65331,-0.65331,7
1014,396582,255,245,248,0.633953,-0.140341,4
1015,354706,46,63,44,-0.539683,-0.0952381,2
1016,230944,173,156,138,0.481696,-0.708781,6
1017,345441,250,247,238,0.777311,-0.154062,4
1018,50608,251,204,178,-0.377468,-0.667828,2
1019,56151,105,150,241,0.745257,-0.401665,6
1020,308738,52,52,52,0.848183,-0.110742,4
1021,50666,165,150,129,0.730159,-0.65873,5
1022,13004,14,14,14,-0.0132275,0.0330688,0
1023,342405,84,53,51,0.522648,-0.459737,7
1024,370691,236,238,235,-0.163295,-0.342394,0
1025,335346,13,26,42,0.790108,-0.403912,6
1026,317004,10,10,2,0.214286,-0.515873,6
1027,211748,126,82,71,0.530538,0.125086,3
1028,71467,236,206,168,0.904956,-0.0338753,4
1029,271565,59,59,59,-0.214362,-0.811514,2
1030,85702,232,228,216,-0.014518,0.135501,0
1031,101668,251,242,235,0.597729,0.398486,3
1032,11878,149,191,177,0.498107,-0.577804,5
1033,320910,49,46,29,0.34127,-0.15873,6
1034,88487,71,67,68,0.268647,-0.848083,2
1035,274762,34,23,21,0.66296,-0.648703,7
1036,44509,30,30,32,0.614595,-0.696864,5
1037,31526,0,124,139,0.79849,-0.0774293,4
1038,51034,161,151,141,-0.210704,0.711125,1
1039,221816,51,42,43,0.498451,-0.188734,5
1040,231020,22,22,22,0.507936,0.230159,3
1041,304266,34,38,65,0.474255,-0.440379,7
1042,41238,15,28,36,0.452381,0.246032,7
1043,226201,32,15,31,0.825397,-0.134921,4
1044,370136,73,63,36,0.505689,-0.763801,5
1045,169507,252,253,255,0.711382,0.280681,3
1046,45574,168,163,134,0.761752,-0.114837,4
1047,351829,84,84,84,0.865079,-0.365079,6
1048,340658,192,209,219,-0.353504,0.285922,0
1049,285794,100,57,51,-0.214286,-0.960317,2
1050,149554,250,255,255,0.642646,-0.637379,7
1051,282922,28,28,28,0.672667,-0.450058,7
1052,194995,50,31,35,0.00793651,0.738095,1
1053,385135,255,251,235,-0.119048,0.547619,1
1054,189033,133,101,80,0.706349,0.119048,3
1055,150199,79,47,36,0.436508,-0.730159,5
1056,174807,13,15,10,-0.0345066,0.163906,0
1057,133089,60,52,41,0.125313,0.767544,1
1058,224490,194,164,128,0.626984,-0.650794,7
1059,276176,230,86,60,0.396825,-0.190476,6
1060,11277,47,48,43,0.0,0.0238095,0
1061,238123,52,74,88,0.404762,-0.857143,5
1062,46227,55,26,12,0.0919473,0.469415,1
1063,127459,70,75,43,-0.100084,0.747998,1
1064,364058,198,166,127,-0.193798,-0.855733,2
1065,375646,0,0,0,-0.185185,-0.198413,2
1066,232346,77,62,65,0.0629113,0.542005,1
1067,240617,59,59,57,0.0,0.125086,0
1068,34784,0,3,12,0.674603,-0.380952,6
1069,12038,40,36,33,0.68254,-0.309524,6
1070,145346,213,217,203,-0.611111,0.634921,1
1071,265939,20,17,10,0.708161,-0.405757,6
1072,199411,186,194,197,0.253968,0.880952,1
1073,401739,33,36,45,0.420635,-0.571429,6
1074,406109,228,170,221,0.603865,0.185473,3
1075,87620,255,255,255,-0.277778,-0.667989,2
1076,356966,68,43,13,0.880952,-0.0555556,3
1077,165920,4,4,4,0.90312,-0.0540143,4
1078,180612,14,32,44,-0.297619,0.723755,1
1079,302589,21,6,11,0.832365,-0.0387147,7
1080,166819,99,52,36,0.396825,0.269841,3
1081,229385,255,254,255,0.194901,0.647914,1
1082,222817,2,2,2,0.163295,-0.458281,0
1083,294472,146,130,130,0.968254,0.15873,3
1084,199499,26,41,20,0.396825,-0.84127,5
1085,145017,12,20,23,0.806934,-0.473202,6
1086,194171,175,184,183,0.65873,-0.547619,7
1087,122049,7,3,4,0.0774293,0.566202,1
1088,377161,142,122,98,0.094893,0.780711,1
1089,368945,177,160,117,0.13169,-0.468816,0
1090,200891,180,180,178,0.716221,0.314557,7
1091,47671,104,107,98,-0.547619,0.738095,1
1092,277565,123,54,13,0.05291,0.701058,1
1093,283211,255,182,5,0.730159,-0.603175,5
1094,200721,42,57,54,0.50813,-0.79849,5
1095,11353,247,234,218,0.474083,-0.737463,5
1096,315574,232,206,173,-0.0280875,-0.0237663,0
1097,40035,137,134,115,0.648471,-0.658149,7
1098,62735,145,126,111,-0.00431332,-0.00431332,0
1099,340926,188,229,231,0.416183,-0.711382,5
1100,103654,85,73,51,0.612491,0.0776398,3
1101,106876,21,11,2,0.468254,0.214286,3
1102,239784,208,211,216,0.478204,-0.468137,6
1103,204417,58,26,3,0.793651,-0.103175,4
1104,73075,37,30,24,-0.0388903,-0.0172846,0
1105,335893,80,52,41,0.909795,-0.0677507,4
1106,82141,255,248,240,0.904762,-0.293651,4
1107,107379,79,56,40,0.0,-0.0519211,0
1108,85455,0,17,0,0.714286,-0.230159,4
1109,277071,74,41,36,0.116144,-0.643631,2
1110,375543,14,20,20,-0.100084,0.716393,1
1111,88374,255,255,255,0.774293,0.333914,3
1112,90468,39,39,39,0.00648172,-0.00432115,0
1113,394585,253,253,253,0.18315,0.500141,1
1114,64357,102,51,30,0.648471,-0.638792,7
1115,409212,84,80,81,0.210704,-0.41614,0
1116,222470,61,51,50,0.667464,-0.532975,7
1117,14634,240,245,249,-0.372496,-0.697171,2
1118,221304,166,161,157,0.276855,-0.234068,7
1119,152120,52,45,35,0.687185,-0.624274,7
1120,248747,28,32,43,0.488773,-0.416183,7
1121,113601,123,255,158,0.542005,-0.479094,7
1122,26210,58,40,36,0.05291,0.87963,1
1123,204163,196,182,181,0.590399,-0.135501,7
1124,266955,254,202,165,-0.523809,-0.380952,2
1125,137194,58,35,17,0.873016,0.174603,3
1126,261613,61,87,24,0.14518,0.817847,1
1127,82682,254,254,254,0.452899,0.1294,3
1128,297448,57,44,87,0.731128,-0.432552,6
1129,106637,11,4,11,0.887996,-0.406188,6
1130,222382,2,1,0,0.626984,-0.619048,7
1131,220195,46,31,26,0.527487,-0.246806,5
1132,182952,225,226,220,0.67371,-0.405757,6
1133,306297,11,10,16,0.436508,-0.761905,5
1134,207658,170,128,130,0.452381,-0.698413,5
1135,406774,255,255,251,0.436508,-0.873016,5
1136,272648,240,242,237,0.928571,-0.134921,4
1137,4923,212,226,209,0.503291,-0.454897,7
1138,241449,42,39,50,-0.146653,-0.478778,2
1139,56865,24,24,26,0.68254,-0.444444,6
1140,191156,53,35,21,0.530538,0.146653,3
1141,173177,210,152,132,-0.0593384,0.856698,1
1142,42224,90,104,107,0.805532,0.342173,3
1143,344895,118,109,110,-0.0952381,-0.047619,0
1144,71989,144,127,107,0.0238095,0.0238095,0
1145,87914,186,161,97,0.444444,-0.706349,5
1146,375866,163,86,58,0.487405,0.125086,3
1147,355961,107,92,69,0.573671,-0.0776398,4
1148,94863,248,249,244,0.0,0.0,0
1149,259578,2,5,24,-0.309524,-0.34127,2
1150,96802,151,139,113,0.329075,-0.319396,7
1151,277056,45,45,43,0.333914,0.0677507,3
1152,413434,0,0,4,0.866706,-0.1843,4
